
========================================================================
  HCPB  |  0.1 kg/m³
========================================================================

  Total (n,gamma) rate:  A = 3.473363e-05   C = 2.307272e-05   C/A = 0.6643
  Flux mode energy:     A = 1.4000e+07 eV   C = 1.4000e+07 eV
  (n,gamma) mode energy: A = 3.6326e+01 eV   C = 6.6073e+01 eV
  Bins where C > A:  597 / 1231

   Bin      E_lo [eV]      E_hi [eV]         Rate A         Rate C          C - A        C/A
   892     8.1941e+03     8.3848e+03     2.5718e-08     2.6877e-08     1.1585e-09     1.0450
   893     8.3848e+03     8.5800e+03     2.8660e-08     3.0429e-08     1.7694e-09     1.0617
   894     8.5800e+03     8.7797e+03     2.6423e-08     2.7194e-08     7.7095e-10     1.0292
   895     8.7797e+03     8.9840e+03     3.1567e-08     3.2526e-08     9.5939e-10     1.0304
   896     8.9840e+03     9.1931e+03     3.8412e-08     4.3081e-08     4.6684e-09     1.1215
   897     9.1931e+03     9.4071e+03     1.9645e-08     2.0830e-08     1.1844e-09     1.0603
   898     9.4071e+03     9.6261e+03     3.6414e-08     3.8078e-08     1.6640e-09     1.0457
   899     9.6261e+03     9.8501e+03     3.1057e-08     3.3195e-08     2.1380e-09     1.0688
   900     9.8501e+03     1.0079e+04     3.4189e-08     3.8248e-08     4.0584e-09     1.1187
   901     1.0079e+04     1.0314e+04     3.6980e-08     3.9311e-08     2.3313e-09     1.0630
   902     1.0314e+04     1.0554e+04     2.9572e-08     3.3095e-08     3.5227e-09     1.1191
   903     1.0554e+04     1.0800e+04     2.7519e-08     2.9799e-08     2.2795e-09     1.0828
   904     1.0800e+04     1.1051e+04     3.0312e-08     3.3017e-08     2.7051e-09     1.0892
   905     1.1051e+04     1.1308e+04     3.2643e-08     3.5143e-08     2.5004e-09     1.0766
   906     1.1308e+04     1.1572e+04     3.1915e-08     3.5177e-08     3.2620e-09     1.1022
   907     1.1572e+04     1.1841e+04     2.8123e-08     3.0538e-08     2.4156e-09     1.0859
   908     1.1841e+04     1.2116e+04     2.8677e-08     3.2590e-08     3.9135e-09     1.1365
   909     1.2116e+04     1.2398e+04     3.0383e-08     3.2613e-08     2.2295e-09     1.0734
   910     1.2398e+04     1.2687e+04     2.7592e-08     3.1244e-08     3.6526e-09     1.1324
   911     1.2687e+04     1.2982e+04     3.4348e-08     3.7376e-08     3.0279e-09     1.0882
   912     1.2982e+04     1.3285e+04     3.1409e-08     3.4369e-08     2.9609e-09     1.0943
   913     1.3285e+04     1.3594e+04     3.3225e-08     3.5795e-08     2.5705e-09     1.0774
   914     1.3594e+04     1.3910e+04     3.6888e-08     4.0910e-08     4.0228e-09     1.1091
   915     1.3910e+04     1.4234e+04     3.0076e-08     3.2413e-08     2.3372e-09     1.0777
   916     1.4234e+04     1.4565e+04     2.7152e-08     3.0061e-08     2.9089e-09     1.1071
   917     1.4565e+04     1.4904e+04     2.8242e-08     2.9525e-08     1.2831e-09     1.0454
   918     1.4904e+04     1.5251e+04     3.0372e-08     3.3258e-08     2.8863e-09     1.0950
   919     1.5251e+04     1.5606e+04     2.5587e-08     2.7219e-08     1.6317e-09     1.0638
   920     1.5606e+04     1.5969e+04     2.8928e-08     3.0667e-08     1.7395e-09     1.0601
   921     1.5969e+04     1.6341e+04     2.7762e-08     3.0003e-08     2.2401e-09     1.0807
   922     1.6341e+04     1.6721e+04     2.9248e-08     3.0574e-08     1.3261e-09     1.0453
   923     1.6721e+04     1.7111e+04     2.7809e-08     2.9744e-08     1.9349e-09     1.0696
   924     1.7111e+04     1.7509e+04     2.8529e-08     3.0190e-08     1.6605e-09     1.0582
   925     1.7509e+04     1.7916e+04     2.9724e-08     3.1515e-08     1.7910e-09     1.0603
   926     1.7916e+04     1.8333e+04     2.9760e-08     3.1424e-08     1.6633e-09     1.0559
   927     1.8333e+04     1.8760e+04     2.3678e-08     2.4697e-08     1.0190e-09     1.0430
   928     1.8760e+04     1.9197e+04     2.7133e-08     2.9172e-08     2.0390e-09     1.0751
   929     1.9197e+04     1.9644e+04     2.8622e-08     3.0103e-08     1.4810e-09     1.0517
   930     1.9644e+04     2.0101e+04     2.3314e-08     2.5650e-08     2.3363e-09     1.1002
   931     2.0101e+04     2.0569e+04     2.6384e-08     2.7998e-08     1.6141e-09     1.0612
   932     2.0569e+04     2.1048e+04     2.5934e-08     2.9070e-08     3.1361e-09     1.1209
   933     2.1048e+04     2.1537e+04     2.5618e-08     2.7339e-08     1.7210e-09     1.0672
   934     2.1537e+04     2.2039e+04     2.5499e-08     2.7286e-08     1.7872e-09     1.0701
   935     2.2039e+04     2.2552e+04     2.5264e-08     2.8074e-08     2.8100e-09     1.1112
   936     2.2552e+04     2.3077e+04     2.4494e-08     2.6309e-08     1.8151e-09     1.0741
   937     2.3077e+04     2.3614e+04     2.4593e-08     2.6792e-08     2.1987e-09     1.0894
   938     2.3614e+04     2.4163e+04     2.4992e-08     2.6881e-08     1.8890e-09     1.0756
   939     2.4163e+04     2.4726e+04     2.6824e-08     2.9983e-08     3.1586e-09     1.1178
   940     2.4726e+04     2.5301e+04     3.0175e-08     3.3207e-08     3.0316e-09     1.1005
   941     2.5301e+04     2.5890e+04     3.4693e-08     3.8029e-08     3.3361e-09     1.0962
   942     2.5890e+04     2.6493e+04     3.6582e-08     3.9199e-08     2.6168e-09     1.0715
   943     2.6493e+04     2.7109e+04     3.0707e-08     3.2616e-08     1.9091e-09     1.0622
   944     2.7109e+04     2.7740e+04     1.7389e-08     1.8624e-08     1.2351e-09     1.0710
   945     2.7740e+04     2.8386e+04     1.1676e-08     1.2739e-08     1.0634e-09     1.0911
   946     2.8386e+04     2.9047e+04     1.4180e-08     1.6254e-08     2.0732e-09     1.1462
   947     2.9047e+04     2.9723e+04     1.6934e-08     1.8357e-08     1.4227e-09     1.0840
   948     2.9723e+04     3.0415e+04     1.8644e-08     2.0126e-08     1.4821e-09     1.0795
   949     3.0415e+04     3.1123e+04     1.9648e-08     2.1588e-08     1.9401e-09     1.0987
   950     3.1123e+04     3.1847e+04     2.0169e-08     2.1540e-08     1.3708e-09     1.0680
   951     3.1847e+04     3.2588e+04     2.0674e-08     2.3215e-08     2.5412e-09     1.1229
   952     3.2588e+04     3.3347e+04     2.0923e-08     2.3035e-08     2.1121e-09     1.1009
   953     3.3347e+04     3.4123e+04     2.1017e-08     2.3040e-08     2.0232e-09     1.0963
   954     3.4123e+04     3.4917e+04     2.1008e-08     2.2144e-08     1.1357e-09     1.0541
   955     3.4917e+04     3.5730e+04     2.0946e-08     2.2547e-08     1.6012e-09     1.0764
   956     3.5730e+04     3.6562e+04     2.0862e-08     2.2784e-08     1.9217e-09     1.0921
   957     3.6562e+04     3.7413e+04     2.0679e-08     2.2292e-08     1.6130e-09     1.0780
   958     3.7413e+04     3.8284e+04     2.0564e-08     2.2428e-08     1.8645e-09     1.0907
   959     3.8284e+04     3.9175e+04     2.0469e-08     2.2264e-08     1.7953e-09     1.0877
   960     3.9175e+04     4.0086e+04     2.0475e-08     2.1894e-08     1.4188e-09     1.0693
   961     4.0086e+04     4.1019e+04     2.0346e-08     2.1909e-08     1.5639e-09     1.0769
   962     4.1019e+04     4.1974e+04     2.0078e-08     2.2085e-08     2.0074e-09     1.1000
   963     4.1974e+04     4.2951e+04     1.9990e-08     2.1918e-08     1.9287e-09     1.0965
   964     4.2951e+04     4.3951e+04     1.9938e-08     2.1679e-08     1.7418e-09     1.0874
   965     4.3951e+04     4.4974e+04     1.9922e-08     2.1355e-08     1.4330e-09     1.0719
   966     4.4974e+04     4.6021e+04     1.9917e-08     2.1773e-08     1.8563e-09     1.0932
   967     4.6021e+04     4.7092e+04     1.9663e-08     2.1505e-08     1.8423e-09     1.0937
   968     4.7092e+04     4.8188e+04     1.9780e-08     2.1205e-08     1.4243e-09     1.0720
   969     4.8188e+04     4.9310e+04     1.9852e-08     2.1290e-08     1.4383e-09     1.0725
   970     4.9310e+04     5.0457e+04     1.8526e-08     1.9954e-08     1.4279e-09     1.0771
   971     5.0457e+04     5.1632e+04     1.7487e-08     1.8925e-08     1.4379e-09     1.0822
   972     5.1632e+04     5.2834e+04     1.6825e-08     1.8226e-08     1.4016e-09     1.0833
   973     5.2834e+04     5.4063e+04     1.6482e-08     1.7992e-08     1.5097e-09     1.0916
   974     5.4063e+04     5.5322e+04     1.6443e-08     1.7972e-08     1.5293e-09     1.0930
   975     5.5322e+04     5.6609e+04     1.4582e-08     1.5756e-08     1.1734e-09     1.0805
   976     5.6609e+04     5.7927e+04     1.5394e-08     1.6718e-08     1.3240e-09     1.0860
   977     5.7927e+04     5.9275e+04     1.5410e-08     1.6090e-08     6.7955e-10     1.0441
   978     5.9275e+04     6.0655e+04     1.5263e-08     1.6756e-08     1.4926e-09     1.0978
   979     6.0655e+04     6.2067e+04     1.4870e-08     1.5963e-08     1.0931e-09     1.0735
   980     6.2067e+04     6.3511e+04     1.4515e-08     1.5961e-08     1.4460e-09     1.0996
   981     6.3511e+04     6.4990e+04     1.4200e-08     1.5135e-08     9.3486e-10     1.0658
   982     6.4990e+04     6.6502e+04     1.3878e-08     1.5170e-08     1.2929e-09     1.0932
   983     6.6502e+04     6.8050e+04     1.3762e-08     1.4707e-08     9.4472e-10     1.0686
   984     6.8050e+04     6.9634e+04     1.4162e-08     1.5213e-08     1.0506e-09     1.0742
   985     6.9634e+04     7.1255e+04     1.4976e-08     1.6194e-08     1.2183e-09     1.0813
   986     7.1255e+04     7.2914e+04     1.4446e-08     1.5945e-08     1.4991e-09     1.1038
   987     7.2914e+04     7.4611e+04     1.0775e-08     1.1593e-08     8.1800e-10     1.0759
   988     7.4611e+04     7.6347e+04     1.0633e-08     1.1283e-08     6.5078e-10     1.0612
   989     7.6347e+04     7.8124e+04     1.1652e-08     1.2859e-08     1.2070e-09     1.1036
   990     7.8124e+04     7.9943e+04     1.3367e-08     1.4455e-08     1.0879e-09     1.0814
   991     7.9943e+04     8.1803e+04     1.4604e-08     1.5901e-08     1.2973e-09     1.0888
   992     8.1803e+04     8.3707e+04     1.2703e-08     1.3598e-08     8.9426e-10     1.0704
   993     8.3707e+04     8.5656e+04     8.2198e-09     8.8338e-09     6.1398e-10     1.0747
   994     8.5656e+04     8.7650e+04     1.0168e-08     1.0878e-08     7.1009e-10     1.0698
   995     8.7650e+04     8.9690e+04     1.0888e-08     1.1968e-08     1.0800e-09     1.0992
   996     8.9690e+04     9.1777e+04     1.0913e-08     1.1992e-08     1.0783e-09     1.0988
   997     9.1777e+04     9.3913e+04     1.1077e-08     1.2121e-08     1.0442e-09     1.0943
   998     9.3913e+04     9.6099e+04     1.0721e-08     1.1502e-08     7.8098e-10     1.0728
   999     9.6099e+04     9.8336e+04     1.0235e-08     1.0845e-08     6.0937e-10     1.0595
  1000     9.8336e+04     1.0063e+05     1.0083e-08     1.0853e-08     7.6975e-10     1.0763
  1001     1.0063e+05     1.0297e+05     1.0191e-08     1.1055e-08     8.6452e-10     1.0848
  1002     1.0297e+05     1.0536e+05     1.0437e-08     1.1643e-08     1.2052e-09     1.1155
  1003     1.0536e+05     1.0782e+05     1.0450e-08     1.1337e-08     8.8614e-10     1.0848
  1004     1.0782e+05     1.1033e+05     1.0369e-08     1.1149e-08     7.8028e-10     1.0753
  1005     1.1033e+05     1.1289e+05     1.0201e-08     1.1061e-08     8.5993e-10     1.0843
  1006     1.1289e+05     1.1552e+05     1.0350e-08     1.1097e-08     7.4717e-10     1.0722
  1007     1.1552e+05     1.1821e+05     1.0348e-08     1.1332e-08     9.8397e-10     1.0951
  1008     1.1821e+05     1.2096e+05     1.0319e-08     1.1160e-08     8.4063e-10     1.0815
  1009     1.2096e+05     1.2378e+05     1.0042e-08     1.0833e-08     7.9156e-10     1.0788
  1010     1.2378e+05     1.2666e+05     1.0377e-08     1.1280e-08     9.0354e-10     1.0871
  1011     1.2666e+05     1.2961e+05     1.0646e-08     1.1355e-08     7.0857e-10     1.0666
  1012     1.2961e+05     1.3262e+05     8.7128e-09     9.3787e-09     6.6593e-10     1.0764
  1013     1.3262e+05     1.3571e+05     1.1378e-08     1.2728e-08     1.3497e-09     1.1186
  1014     1.3571e+05     1.3887e+05     1.2222e-08     1.3243e-08     1.0206e-09     1.0835
  1015     1.3887e+05     1.4210e+05     7.9023e-09     8.5420e-09     6.3976e-10     1.0810
  1016     1.4210e+05     1.4541e+05     7.6586e-09     8.2535e-09     5.9483e-10     1.0777
  1017     1.4541e+05     1.4879e+05     8.2255e-09     8.9316e-09     7.0609e-10     1.0858
  1018     1.4879e+05     1.5226e+05     8.5049e-09     9.4464e-09     9.4146e-10     1.1107
  1019     1.5226e+05     1.5580e+05     8.6950e-09     9.4219e-09     7.2690e-10     1.0836
  1020     1.5580e+05     1.5943e+05     8.8660e-09     9.3619e-09     4.9584e-10     1.0559
  1021     1.5943e+05     1.6314e+05     9.2507e-09     1.0001e-08     7.4993e-10     1.0811
  1022     1.6314e+05     1.6693e+05     9.5584e-09     1.0665e-08     1.1062e-09     1.1157
  1023     1.6693e+05     1.7082e+05     8.5169e-09     9.2758e-09     7.5890e-10     1.0891
  1024     1.7082e+05     1.7480e+05     7.8564e-09     8.7824e-09     9.2604e-10     1.1179
  1025     1.7480e+05     1.7886e+05     8.4313e-09     9.1027e-09     6.7138e-10     1.0796
  1026     1.7886e+05     1.8303e+05     8.6241e-09     9.5105e-09     8.8646e-10     1.1028
  1027     1.8303e+05     1.8729e+05     8.6178e-09     9.1382e-09     5.2042e-10     1.0604
  1028     1.8729e+05     1.9165e+05     6.1017e-09     6.5976e-09     4.9594e-10     1.0813
  1029     1.9165e+05     1.9611e+05     6.7364e-09     7.2720e-09     5.3562e-10     1.0795
  1030     1.9611e+05     2.0067e+05     7.1377e-09     7.8149e-09     6.7725e-10     1.0949
  1031     2.0067e+05     2.0534e+05     7.2476e-09     8.0095e-09     7.6196e-10     1.1051
  1032     2.0534e+05     2.1012e+05     7.5918e-09     8.1613e-09     5.6947e-10     1.0750
  1033     2.1012e+05     2.1501e+05     7.8154e-09     8.3892e-09     5.7384e-10     1.0734
  1034     2.1501e+05     2.2002e+05     8.2297e-09     9.1428e-09     9.1315e-10     1.1110
  1035     2.2002e+05     2.2514e+05     6.5546e-09     7.0196e-09     4.6501e-10     1.0709
  1036     2.2514e+05     2.3038e+05     6.9222e-09     7.6674e-09     7.4519e-10     1.1077
  1037     2.3038e+05     2.3574e+05     7.0953e-09     7.9836e-09     8.8832e-10     1.1252
  1038     2.3574e+05     2.4123e+05     6.9193e-09     7.6283e-09     7.0896e-10     1.1025
  1039     2.4123e+05     2.4684e+05     6.7086e-09     7.3510e-09     6.4237e-10     1.0958
  1040     2.4684e+05     2.5259e+05     6.3518e-09     6.8364e-09     4.8464e-10     1.0763
  1041     2.5259e+05     2.5847e+05     6.4413e-09     7.1758e-09     7.3451e-10     1.1140
  1042     2.5847e+05     2.6448e+05     6.8469e-09     7.4557e-09     6.0880e-10     1.0889
  1043     2.6448e+05     2.7064e+05     7.0949e-09     7.6398e-09     5.4486e-10     1.0768
  1044     2.7064e+05     2.7694e+05     7.5087e-09     8.1716e-09     6.6293e-10     1.0883
  1045     2.7694e+05     2.8339e+05     6.1502e-09     6.8743e-09     7.2414e-10     1.1177
  1046     2.8339e+05     2.8998e+05     7.0010e-09     7.9446e-09     9.4356e-10     1.1348
  1047     2.8998e+05     2.9673e+05     7.4197e-09     7.9568e-09     5.3709e-10     1.0724
  1048     2.9673e+05     3.0364e+05     8.4549e-09     9.1822e-09     7.2725e-10     1.0860
  1049     3.0364e+05     3.1071e+05     8.9964e-09     1.0074e-08     1.0779e-09     1.1198
  1050     3.1071e+05     3.1794e+05     8.8174e-09     9.5067e-09     6.8933e-10     1.0782
  1051     3.1794e+05     3.2534e+05     7.0175e-09     7.6476e-09     6.3013e-10     1.0898
  1052     3.2534e+05     3.3291e+05     7.6964e-09     8.4471e-09     7.5069e-10     1.0975
  1053     3.3291e+05     3.4066e+05     8.1039e-09     8.7975e-09     6.9361e-10     1.0856
  1054     3.4066e+05     3.4859e+05     8.5192e-09     9.0595e-09     5.4028e-10     1.0634
  1055     3.4859e+05     3.5670e+05     8.4404e-09     9.2492e-09     8.0876e-10     1.0958
  1056     3.5670e+05     3.6500e+05     7.3847e-09     7.9173e-09     5.3259e-10     1.0721
  1057     3.6500e+05     3.7350e+05     7.5151e-09     8.2876e-09     7.7254e-10     1.1028
  1058     3.7350e+05     3.8219e+05     8.7718e-09     9.4051e-09     6.3328e-10     1.0722
  1059     3.8219e+05     3.9109e+05     6.8884e-09     7.5705e-09     6.8207e-10     1.0990
  1060     3.9109e+05     4.0019e+05     7.2852e-09     7.8044e-09     5.1915e-10     1.0713
  1061     4.0019e+05     4.0951e+05     7.3598e-09     7.9720e-09     6.1224e-10     1.0832
  1062     4.0951e+05     4.1904e+05     7.1525e-09     7.9593e-09     8.0678e-10     1.1128
  1063     4.1904e+05     4.2879e+05     7.1250e-09     7.7216e-09     5.9660e-10     1.0837
  1064     4.2879e+05     4.3877e+05     7.1376e-09     7.7071e-09     5.6942e-10     1.0798
  1065     4.3877e+05     4.4899e+05     6.6502e-09     7.1809e-09     5.3062e-10     1.0798
  1066     4.4899e+05     4.5944e+05     7.4579e-09     8.0426e-09     5.8474e-10     1.0784
  1067     4.5944e+05     4.7013e+05     8.1117e-09     8.7565e-09     6.4482e-10     1.0795
  1068     4.7013e+05     4.8107e+05     7.2366e-09     8.0359e-09     7.9926e-10     1.1104
  1069     4.8107e+05     4.9227e+05     7.5302e-09     8.1552e-09     6.2495e-10     1.0830
  1070     4.9227e+05     5.0373e+05     8.0330e-09     8.5559e-09     5.2296e-10     1.0651
  1071     5.0373e+05     5.1545e+05     7.4468e-09     7.8225e-09     3.7567e-10     1.0504
  1072     5.1545e+05     5.2745e+05     7.4886e-09     8.1896e-09     7.0100e-10     1.0936
  1073     5.2745e+05     5.3973e+05     7.4424e-09     8.1506e-09     7.0825e-10     1.0952
  1074     5.3973e+05     5.5229e+05     7.4993e-09     8.0426e-09     5.4339e-10     1.0725
  1075     5.5229e+05     5.6514e+05     7.4164e-09     7.9977e-09     5.8135e-10     1.0784
  1076     5.6514e+05     5.7830e+05     7.2157e-09     7.7796e-09     5.6392e-10     1.0782
  1077     5.7830e+05     5.9176e+05     7.2085e-09     7.6927e-09     4.8411e-10     1.0672
  1078     5.9176e+05     6.0553e+05     6.7000e-09     7.2797e-09     5.7975e-10     1.0865
  1079     6.0553e+05     6.1963e+05     5.0453e-09     5.4264e-09     3.8108e-10     1.0755
  1080     6.1963e+05     6.3405e+05     4.7906e-09     5.2304e-09     4.3979e-10     1.0918
  1081     6.3405e+05     6.4881e+05     6.1256e-09     6.6909e-09     5.6529e-10     1.0923
  1082     6.4881e+05     6.6391e+05     7.1634e-09     7.7863e-09     6.2288e-10     1.0870
  1083     6.6391e+05     6.7936e+05     7.3249e-09     7.8890e-09     5.6412e-10     1.0770
  1084     6.7936e+05     6.9517e+05     8.5515e-09     9.2392e-09     6.8776e-10     1.0804
  1085     6.9517e+05     7.1136e+05     9.8948e-09     1.1109e-08     1.2144e-09     1.1227
  1086     7.1136e+05     7.2791e+05     8.0843e-09     9.0482e-09     9.6389e-10     1.1192
  1087     7.2791e+05     7.4486e+05     8.2044e-09     9.2105e-09     1.0061e-09     1.1226
  1088     7.4486e+05     7.6219e+05     7.1935e-09     7.8675e-09     6.7401e-10     1.0937
  1089     7.6219e+05     7.7993e+05     7.8150e-09     8.5976e-09     7.8261e-10     1.1001
  1090     7.7993e+05     7.9809e+05     7.7319e-09     8.5442e-09     8.1226e-10     1.1051
  1091     7.9809e+05     8.1666e+05     6.7634e-09     7.5346e-09     7.7115e-10     1.1140
  1092     8.1666e+05     8.3567e+05     7.5896e-09     8.3881e-09     7.9850e-10     1.1052
  1093     8.3567e+05     8.5512e+05     7.7287e-09     8.5478e-09     8.1908e-10     1.1060
  1094     8.5512e+05     8.7503e+05     7.3511e-09     8.2244e-09     8.7337e-10     1.1188
  1095     8.7503e+05     8.9539e+05     7.5582e-09     8.3840e-09     8.2573e-10     1.1092
  1096     8.9539e+05     9.1623e+05     7.3353e-09     7.9274e-09     5.9212e-10     1.0807
  1097     9.1623e+05     9.3756e+05     7.1139e-09     7.8194e-09     7.0545e-10     1.0992
  1098     9.3756e+05     9.5938e+05     7.4377e-09     8.0577e-09     6.2000e-10     1.0834
  1099     9.5938e+05     9.8171e+05     6.8230e-09     7.4886e-09     6.6558e-10     1.0975
  1100     9.8171e+05     1.0046e+06     6.4177e-09     6.9505e-09     5.3280e-10     1.0830
